名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值
超光	0	10	13	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	4	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
超光	0	10	13	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	5	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
超光	0	10	13	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	6	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
超光	0	10	13	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	7	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
超光	0	10	13	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	8	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
超光	0	10	13	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	9	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
超光	0	10	13	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	10	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	1	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	2	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	3	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	4	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	5	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	6	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	7	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	8	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	9	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
金睛虎王	0	10	14	\spr\item\equip\horse\horse030.spr	40	2	3	虎年节日坐骑	5	500000	10	0	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	1	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	2	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	3	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	4	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	5	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	6	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	7	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	8	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	9	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
火睛金虎王	0	10	15	\spr\item\equip\horse\horse032.spr	40	2	3	双睛如火，全身金黄的虎王。	5	500000	10	0	111	100%	100%	93	1000	1000	85	1000	1000	150	500	500	114	5	5	241	5	5				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	1	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	2	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	3	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	4	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	5	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	6	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	7	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	8	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	9	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
金睛白虎王	0	10	16	\spr\item\equip\horse\horse030.spr	40	2	3	双睛金光闪闪的白虎王。	5	500000	10	0	111	100%	100%	93	1200	1200	85	1200	1200	150	500	500	114	15	15	241	15	15				36	150										
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	1	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	2	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	3	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	4	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	5	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	6	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	7	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	8	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	9	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
龙睛黑虎王	0	10	17	\spr\item\equip\horse\horse031.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	10	0	111	100%	100%	93	1500	1500	85	1500	1500	150	700	700	114	20	20	241	20	20				36	120	46	3								
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
汗血龙驹	0	10	18	\spr\item\equip\horse\horse008.spr	40	2	3	威风凛凛傲视天下的黑虎王。只有真正的王者才能以之为坐骑。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	1	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	2	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	3	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	4	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	5	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	6	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	7	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	8	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	9	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云白马	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	风云白马。	5	99999	10	0	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	1	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	2	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	3	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	4	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	5	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	6	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	7	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	8	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	9	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云战马	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	风云战马。	5	99999	10	0	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	1	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	2	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	3	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	4	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	5	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	6	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	7	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	8	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	9	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
风云神马	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	风云神马。	5	500000	10	0	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
楼兰白狮	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	传说中的楼兰白狮，只有最尊贵的人才能驾驭它。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	5	5				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
沙漠之舟	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	西域进贡来的骆驼，性格温顺，不畏风沙。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
戈壁羊驼	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	传说中来自一处名为马勒的戈壁滩上的神兽，性子活泼聪明，调皮灵敏，喜食沃草。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
