EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2	ChangeColor
双缠手-火			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长棍-金棍			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长棍-火棍			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长枪-金枪			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长枪-火枪			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手刀-金			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手刀-木			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手刀-水			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手火刀-火			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手刀-雷			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手剑-水			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手剑-雷			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手雷剑-雷			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双锤-金			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双刀-水			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手刀-发光1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手剑-发光1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手火刀-发光1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手雷剑-发光1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长棍-发光1			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长枪-发光1			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双锤-发光1			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双刀-发光1			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双缠手-发光1			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双爪-发光1			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
空手-发光1			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手刀-发光2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手剑-发光2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手火刀-发光2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
单手雷剑-发光2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长棍-发光2			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
长枪-发光2			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双锤-发光2			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双刀-发光2			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双缠手-发光2			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
双爪-发光2			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
空手-发光2			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
鸣凤之皈依缠手																																																																												
鸣凤之极乐僧棍																																																																												
鸣凤之虚空戒刀																																																																												
鸣凤之战神锤																																																																												
鸣凤之英雄枪																																																																												
鸣凤之霸王宝刀																																																																												
鸣凤之散花长剑																																																																												
鸣凤之凌霄缠手																																																																												
鸣凤之万花宝刀																																																																												
鸣凤之芳华双刀																																																																												
鸣凤之阎罗缠手																																																																												
鸣凤之冥王宝刀																																																																												
鸣凤之潋滟飞刀																																																																												
鸣凤之天荒袖箭																																																																												
鸣凤之天骄飞镖																																																																												
鸣凤之铁血缠手																																																																												
鸣凤之光复杖																																																																												
鸣凤之煜日枪																																																																												
鸣凤之炽地刀																																																																												
鸣凤之空明剑																																																																												
鸣凤之蓬莱剑																																																																												
鸣凤之九天寒铁																																																																												
鸣凤之参商剑																																																																												
紫蟒之结芦剑																																																																												
白虎之子衿剑																																																																												
鸣凤之湛宇剑																																																																												
腾龙之菩提缠手																																																																												
腾龙之如来法棍																																																																												
腾龙之无量戒刀																																																																												
腾龙之开天神锤																																																																												
腾龙之辟地枪																																																																												
腾龙之混元宝刀																																																																												
腾龙之飞天长剑																																																																												
腾龙之冰魄缠手																																																																												
腾龙之倾城宝刀																																																																												
腾龙之百香鸳鸯刀																																																																												
腾龙之万毒缠手																																																																												
腾龙之万灵血刃																																																																												
腾龙之混沌飞刀																																																																												
腾龙之弑神袖箭																																																																												
腾龙之风暴飞镖																																																																												
腾龙之豪情缠手																																																																												
腾龙之聚义杖																																																																												
腾龙之炎煌枪																																																																												
腾龙之焚天宝刀																																																																												
腾龙之玉虚神剑																																																																												
腾龙之玄天神剑																																																																												
腾龙之方元宝刀																																																																												
腾龙之苍穹神剑																																																																												
腾龙之溯游剑																																																																												
腾龙之伊水剑																																																																												
星霜之苦谛缠手																																																																												
星霜之灭谛法棍																																																																												
星霜之道谛戒刀																																																																												
星霜之吞邪神锤																																																																												
星霜之鎏金枪																																																																												
星霜之履霜宝刀																																																																												
星霜之落英宝剑																																																																												
星霜之拂穴缠手																																																																												
星霜之千香宝刀																																																																												
星霜之彩韵鸳鸯刀																																																																												
星霜之蟾飞缠手																																																																												
星霜之附骨血刃																																																																												
星霜之冷血飞刀																																																																												
星霜之怒莲袖箭																																																																												
星霜之追命飞镖																																																																												
星霜之勐龙缠手																																																																												
星霜之破虏杖																																																																												
星霜之炼日枪																																																																												
星霜之酷炎宝刀																																																																												
星霜之震山神剑																																																																												
星霜之君威神剑																																																																												
星霜之冥雷宝刀																																																																												
星霜之轰鸣神剑																																																																												
星霜之清虚剑																																																																												
星霜之昊天剑																																																																												
月阙之重劫缠手																																																																												
月阙之杀劫法棍																																																																												
月阙之破劫戒刀																																																																												
月阙之奋武神锤			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
月阙之烽烟枪																																																																												
月阙之长空宝刀																																																																												
月阙之惊鸿宝剑																																																																												
月阙之晓月缠手																																																																												
月阙之相思宝刀																																																																												
月阙之风月鸳鸯刀			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
月阙之百毒缠手																																																																												
月阙之幽冥血刃																																																																												
月阙之催命飞刀																																																																												
月阙之秘毒袖箭																																																																												
月阙之蔓荼飞镖																																																																												
月阙之赤龙缠手																																																																												
月阙之豪杰杖																																																																												
月阙之贪狼枪																																																																												
月阙之烈阳宝刀																																																																												
月阙之灵动神剑																																																																												
月阙之幻影神剑																																																																												
月阙之凌风宝刀																																																																												
月阙之沐雨神剑																																																																												
月阙之清风剑																																																																												
月阙之逸影剑																																																																												
耀阳之梦龙缠手																																																																												
耀阳之伏魔法棍																																																																												
耀阳之四空戒刀																																																																												
耀阳之撼天神锤			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
耀阳之继业枪																																																																												
耀阳之御龙宝刀																																																																												
耀阳之无间宝剑																																																																												
耀阳之无魇缠手																																																																												
耀阳之栖凰宝刀																																																																												
耀阳之碧海鸳鸯刀			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
耀阳之幽胧缠手																																																																												
耀阳之冥幻血刃																																																																												
耀阳之冰寒飞刀																																																																												
耀阳之天光袖箭																																																																												
耀阳之森荒飞镖																																																																												
耀阳之同仇缠手																																																																												
耀阳之敌忾杖																																																																												
耀阳之魔煞枪																																																																												
耀阳之魔煌宝刀																																																																												
耀阳之凌岳神剑																																																																												
耀阳之及丰神剑																																																																												
耀阳之霜晶宝刀																																																																												
耀阳之雷穹神剑																																																																												
耀阳之浮云剑																																																																												
耀阳之冲云剑																																																																												
武魂武器刀1																																																																												
武魂武器盾1																																																																												
武魂武器刀2																																																																												
武魂武器盾2																																																																												
武魂月阙																																																																												
武魂月阙																																																																												
武魂日曜																																																																												
武魂日曜																																																																												
武魂新手武器																																																																												
武魂新手武器																																																																												
英豪之少林手																																																																												
英豪之少林棍																																																																												
英豪之少林刀																																																																												
英豪之天王锤			80,8,1	64,8,1				64,8,1									88,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之天王枪																																																																												
英豪之天王刀																																																																												
英豪之峨眉剑																																																																												
英豪之峨眉手			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之翠烟单刀																																																																												
英豪之翠烟双刀			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之五毒手			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之五毒刀																																																																												
英豪之唐门飞刀			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之唐门袖箭			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之唐门飞镖			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之丐帮缠手			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之丐帮杖																																																																												
英豪之天忍枪																																																																												
英豪之天忍刀																																																																												
英豪之武当剑																																																																												
英豪之武当剑																																																																												
英豪之昆仑刀																																																																												
英豪之昆仑剑																																																																												
英豪之华山剑																																																																												
英豪之华山剑																																																																												
英豪之武魂盾法	80,8,1	80,8,1							120,8,1	120,8,1								248,8,1	248,8,1							96,8,1	96,8,1						104,8,1	104,8,1						96,8,1	96,8,1									232,8,1	192,8,1	232,8,1	192,8,1								176,8,1	176,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
英豪之武魂刀法	80,8,1	80,8,1							120,8,1	120,8,1								248,8,1	248,8,1							96,8,1	96,8,1						104,8,1	104,8,1						96,8,1	96,8,1									232,8,1	192,8,1	232,8,1	192,8,1								176,8,1	176,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
逍遥剑1																																																																												
逍遥剑2																																																																												
逍遥剑3																																																																												
逍遥剑4																																																																												
逍遥琴1																																																																												
逍遥琴2																																																																												
逍遥琴3																																																																												
逍遥琴4																																																																												
逍遥琴新手																																																																												
英豪之逍遥剑还没做																																																																												
英豪之逍遥琴还没做																																																																												
null																																																																												
