EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Háa kú l©n																																																																		..\man\horse082_hh_rs01.spr	..\man\horse082_hh_rw.spr	..\man\horse082_hh_rr.spr	..\man\horse082_hh_ra01.spr	..\man\horse082_hh_ra02.spr	..\man\horse082_hh_rm.spr	..\man\horse082_hh_rb.spr	..\man\horse082_hh_rd.spr	..\man\horse082_hh_rs01.spr	..\man\horse082_hh_rs01.spr
Hoµng v©n m·																																																																		..\man\horse114_hh_rs01.spr	..\man\horse114_hh_rw.spr	..\man\horse114_hh_rr.spr	..\man\horse114_hh_ra01.spr	..\man\horse114_hh_ra02.spr	..\man\horse114_hh_rm.spr	..\man\horse114_hh_rb.spr	..\man\horse114_hh_rd.spr	..\man\horse114_hh_rs01.spr	..\man\horse114_hh_rs01.spr
H­u tuyÕt vùc																																																																		..\man\horse109_hh_ra02.spr	..\man\horse109_hh_rw.spr	..\man\horse109_hh_rr.spr	..\man\horse109_hh_ra01.spr	..\man\horse109_hh_ra02.spr	..\man\horse109_hh_rm.spr	..\man\horse109_hh_rb.spr	..\man\horse109_hh_rd.spr	..\man\horse109_hh_ra02.spr	..\man\horse109_hh_ra02.spr
HuyÕt cÈu																																																																		..\man\horse074_hh_rs01.spr	..\man\horse074_hh_rw.spr	..\man\horse074_hh_rr.spr	..\man\horse074_hh_ra01.spr	..\man\horse074_hh_ra02.spr	..\man\horse074_hh_rm.spr	..\man\horse074_hh_rb.spr	..\man\horse074_hh_rd.spr	..\man\horse074_hh_rs01.spr	..\man\horse074_hh_rs01.spr
Kim Tª																																																																		..\man\horse056_hh_ra02.spr	..\man\horse056_hh_rw.spr	..\man\horse056_hh_rr.spr	..\man\horse056_hh_ra01.spr	..\man\horse056_hh_ra02.spr	..\man\horse056_hh_rm.spr	..\man\horse056_hh_rb.spr	..\man\horse056_hh_rd.spr	..\man\horse056_hh_ra02.spr	..\man\horse056_hh_ra02.spr
Lôc kú l©n																																																																		..\man\horse070_hh_rs01.spr	..\man\horse070_hh_rw.spr	..\man\horse070_hh_rr.spr	..\man\horse070_hh_ra01.spr	..\man\horse070_hh_ra02.spr	..\man\horse070_hh_rm.spr	..\man\horse070_hh_rb.spr	..\man\horse070_hh_rd.spr	..\man\horse070_hh_rs01.spr	..\man\horse070_hh_rs01.spr
Lôc hoµng l©n																																																																		..\man\lanqilin_hh_rs01.spr	..\man\lanqilin_hh_rw.spr	..\man\lanqilin_hh_rr.spr	..\man\lanqilin_hh_ra01.spr	..\man\lanqilin_hh_ra02.spr	..\man\lanqilin_hh_rm.spr	..\man\lanqilin_hh_rb.spr	..\man\lanqilin_hh_rd.spr	..\man\lanqilin_hh_rs01.spr	..\man\lanqilin_hh_rs01.spr
Kim hoµng l©n																																																																		..\man\qilin_hh_rs01.spr	..\man\qilin_hh_rw.spr	..\man\qilin_hh_rr.spr	..\man\qilin_hh_ra01.spr	..\man\qilin_hh_ra02.spr	..\man\qilin_hh_rm.spr	..\man\qilin_hh_rb.spr	..\man\qilin_hh_rd.spr	..\man\qilin_hh_rs01.spr	..\man\qilin_hh_rs01.spr
§éc hµnh m·																																																																		..\man\horse_32_hh_rs.spr	..\man\horse_32_hh_rw.spr	..\man\horse_32_hh_rr.spr	..\man\horse_32_hh_ra01.spr	..\man\horse_32_hh_ra02.spr	..\man\horse_32_hh_rm.spr	..\man\horse_32_hh_rb.spr	..\man\horse_32_hh_rd.spr	..\man\horse_32_hh_rs.spr	..\man\horse_32_hh_rs.spr
Kim ti m·																																																																		..\man\130huoyanma_hh_ra02.spr	..\man\130huoyanma_hh_rw.spr	..\man\130huoyanma_hh_rr.spr	..\man\130huoyanma_hh_ra01.spr	..\man\130huoyanma_hh_ra02.spr	..\man\130huoyanma_hh_rm.spr	..\man\130huoyanma_hh_rb.spr	..\man\130huoyanma_hh_rd.spr	..\man\130huoyanma_hh_ra02.spr	..\man\130huoyanma_hh_ra02.spr
Kim tÞch ng­u																																																																		..\man\horse_044_hh_rs01.spr	..\man\horse_044_hh_rw.spr	..\man\horse_044_hh_rr.spr	..\man\horse_044_hh_ra01.spr	..\man\horse_044_hh_ra02.spr	..\man\horse_044_hh_rm.spr	..\man\horse_044_hh_rb.spr	..\man\horse_044_hh_rd.spr	..\man\horse_044_hh_rs01.spr	..\man\horse_044_hh_rs01.spr
TÞch v©n m·																																																																		..\man\horse115_hh_rs01.spr	..\man\horse115_hh_rw.spr	..\man\horse115_hh_rr.spr	..\man\horse115_hh_ra01.spr	..\man\horse115_hh_ra02.spr	..\man\horse115_hh_rm.spr	..\man\horse115_hh_rb.spr	..\man\horse115_hh_rd.spr	..\man\horse115_hh_rs01.spr	..\man\horse115_hh_rs01.spr
Ti hoµng l©n																																																																		..\man\huoqilin_hh_rs01.spr	..\man\huoqilin_hh_rw.spr	..\man\huoqilin_hh_rr.spr	..\man\huoqilin_hh_ra01.spr	..\man\huoqilin_hh_ra02.spr	..\man\huoqilin_hh_rm.spr	..\man\huoqilin_hh_rb.spr	..\man\huoqilin_hh_rd.spr	..\man\huoqilin_hh_rs01.spr	..\man\huoqilin_hh_rs01.spr
Hoµng kim gi¸p t­îng																																																																		..\man\daxiang01_hh_rs01.spr	..\man\daxiang01_hh_rw.spr	..\man\daxiang01_hh_rr.spr	..\man\daxiang01_hh_ra01.spr	..\man\daxiang01_hh_ra02.spr	..\man\daxiang01_hh_rm.spr	..\man\daxiang01_hh_rb.spr	..\man\daxiang01_hh_rd.spr	..\man\daxiang01_hh_rs01.spr	..\man\daxiang01_hh_rs01.spr
