EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Háa kú l©n																																																																		..\man\horse082_ht_rs01.spr	..\man\horse082_ht_rw.spr	..\man\horse082_ht_rr.spr	..\man\horse082_ht_ra01.spr	..\man\horse082_ht_ra02.spr	..\man\horse082_ht_rm.spr	..\man\horse082_ht_rb.spr	..\man\horse082_ht_rd.spr	..\man\horse082_ht_rs01.spr	..\man\horse082_ht_rs01.spr
Hoµng v©n m·																																																																		..\man\horse114_ht_rs01.spr	..\man\horse114_ht_rw.spr	..\man\horse114_ht_rr.spr	..\man\horse114_ht_ra01.spr	..\man\horse114_ht_ra02.spr	..\man\horse114_ht_rm.spr	..\man\horse114_ht_rb.spr	..\man\horse114_ht_rd.spr	..\man\horse114_ht_rs01.spr	..\man\horse114_ht_rs01.spr
H­u tuyÕt vùc																																																																		..\man\horse109_ht_ra02.spr	..\man\horse109_ht_rw.spr	..\man\horse109_ht_rr.spr	..\man\horse109_ht_ra01.spr	..\man\horse109_ht_ra02.spr	..\man\horse109_ht_rm.spr	..\man\horse109_ht_rb.spr	..\man\horse109_ht_rd.spr	..\man\horse109_ht_ra02.spr	..\man\horse109_ht_ra02.spr
HuyÕt cÈu																																																																		..\man\horse074_ht_rs01.spr	..\man\horse074_ht_rw.spr	..\man\horse074_ht_rr.spr	..\man\horse074_ht_ra01.spr	..\man\horse074_ht_ra02.spr	..\man\horse074_ht_rm.spr	..\man\horse074_ht_rb.spr	..\man\horse074_ht_rd.spr	..\man\horse074_ht_rs01.spr	..\man\horse074_ht_rs01.spr
Kim Tª																																																																		..\man\horse056_ht_ra02.spr	..\man\horse056_ht_rw.spr	..\man\horse056_ht_rr.spr	..\man\horse056_ht_ra01.spr	..\man\horse056_ht_ra02.spr	..\man\horse056_ht_rm.spr	..\man\horse056_ht_rb.spr	..\man\horse056_ht_rd.spr	..\man\horse056_ht_ra02.spr	..\man\horse056_ht_ra02.spr
Lôc kú l©n																																																																		..\man\horse070_ht_rs01.spr	..\man\horse070_ht_rw.spr	..\man\horse070_ht_rr.spr	..\man\horse070_ht_ra01.spr	..\man\horse070_ht_ra02.spr	..\man\horse070_ht_rm.spr	..\man\horse070_ht_rb.spr	..\man\horse070_ht_rd.spr	..\man\horse070_ht_rs01.spr	..\man\horse070_ht_rs01.spr
Lôc hoµng l©n																																																																		..\man\lanqilin_ht_rs01.spr	..\man\lanqilin_ht_rw.spr	..\man\lanqilin_ht_rr.spr	..\man\lanqilin_ht_ra01.spr	..\man\lanqilin_ht_ra02.spr	..\man\lanqilin_ht_rm.spr	..\man\lanqilin_ht_rb.spr	..\man\lanqilin_ht_rd.spr	..\man\lanqilin_ht_rs01.spr	..\man\lanqilin_ht_rs01.spr
Kim hoµng l©n																																																																		..\man\qilin_ht_rs01.spr	..\man\qilin_ht_rw.spr	..\man\qilin_ht_rr.spr	..\man\qilin_ht_ra01.spr	..\man\qilin_ht_ra02.spr	..\man\qilin_ht_rm.spr	..\man\qilin_ht_rb.spr	..\man\qilin_ht_rd.spr	..\man\qilin_ht_rs01.spr	..\man\qilin_ht_rs01.spr
§éc hµnh m·																																																																		..\man\horse_32_ht_rs.spr	..\man\horse_32_ht_rw.spr	..\man\horse_32_ht_rr.spr	..\man\horse_32_ht_ra01.spr	..\man\horse_32_ht_ra02.spr	..\man\horse_32_ht_rm.spr	..\man\horse_32_ht_rb.spr	..\man\horse_32_ht_rd.spr	..\man\horse_32_ht_rs.spr	..\man\horse_32_ht_rs.spr
Kim ti m·																																																																		..\man\130huoyanma_ht_ra02.spr	..\man\130huoyanma_ht_rw.spr	..\man\130huoyanma_ht_rr.spr	..\man\130huoyanma_ht_ra01.spr	..\man\130huoyanma_ht_ra02.spr	..\man\130huoyanma_ht_rm.spr	..\man\130huoyanma_ht_rb.spr	..\man\130huoyanma_ht_rd.spr	..\man\130huoyanma_ht_ra02.spr	..\man\130huoyanma_ht_ra02.spr
Kim tÞch ng­u																																																																		..\man\horse_044_ht_rs01.spr	..\man\horse_044_ht_rw.spr	..\man\horse_044_ht_rr.spr	..\man\horse_044_ht_ra01.spr	..\man\horse_044_ht_ra02.spr	..\man\horse_044_ht_rm.spr	..\man\horse_044_ht_rb.spr	..\man\horse_044_ht_rd.spr	..\man\horse_044_ht_rs01.spr	..\man\horse_044_ht_rs01.spr
TÞch v©n m·																																																																		..\man\horse115_ht_rs01.spr	..\man\horse115_ht_rw.spr	..\man\horse115_ht_rr.spr	..\man\horse115_ht_ra01.spr	..\man\horse115_ht_ra02.spr	..\man\horse115_ht_rm.spr	..\man\horse115_ht_rb.spr	..\man\horse115_ht_rd.spr	..\man\horse115_ht_rs01.spr	..\man\horse115_ht_rs01.spr
Ti hoµng l©n																																																																		..\man\huoqilin_ht_rs01.spr	..\man\huoqilin_ht_rw.spr	..\man\huoqilin_ht_rr.spr	..\man\huoqilin_ht_ra01.spr	..\man\huoqilin_ht_ra02.spr	..\man\huoqilin_ht_rm.spr	..\man\huoqilin_ht_rb.spr	..\man\huoqilin_ht_rd.spr	..\man\huoqilin_ht_rs01.spr	..\man\huoqilin_ht_rs01.spr
Hoµng kim gi¸p t­îng																																																																		..\man\daxiang01_ht_rs01.spr	..\man\daxiang01_ht_rw.spr	..\man\daxiang01_ht_rr.spr	..\man\daxiang01_ht_ra01.spr	..\man\daxiang01_ht_ra02.spr	..\man\daxiang01_ht_rm.spr	..\man\daxiang01_ht_rb.spr	..\man\daxiang01_ht_rd.spr	..\man\daxiang01_ht_rs01.spr	..\man\daxiang01_ht_rs01.spr
