ÅçèêùÅçèêùItemGenre	DetailType	ParticularType	Series	Level	IsNew	money	FuYuan	Coin	Score	GoldCoin	Contribution	Honour	GoldCoinScore	Ω±“π∫ŒÔ∑µªπµƒΩ±“ª˝∑÷	UniPriceType	UniPriceAmount	SaleLogRequired	CurrentPrice	PromotionBeginDate	PromotionEndDate	SaleBeginDate	SaleEndDate	ExpiredTime£®minute or YYYYmmdd£©	UsedTime£®minute or OnlineTime£©	ConsumeType(0-once;1-unlimit)	comment
0	10	3	2	3		10000											0									(Ch≠a c„ t™n) 0_10_3_2_3
0	10	3	2	4		10000											0									(Ch≠a c„ t™n) 0_10_3_2_4
0	10	3	2	5		20000											0									(Ch≠a c„ t™n) 0_10_3_2_5
0	10	3	2	6		20000											0									(Ch≠a c„ t™n) 0_10_3_2_6
0	10	3	2	7		50000											0									(Ch≠a c„ t™n) 0_10_3_2_7
0	10	3	2	8		50000											0									(Ch≠a c„ t™n) 0_10_3_2_8
0	10	3	2	9		100000											0									(Ch≠a c„ t™n) 0_10_3_2_9
0	10	3	2	10		100000											0									(Ch≠a c„ t™n) 0_10_3_2_10
0	10	4	3	1		5000											0									(Ch≠a c„ t™n) 0_10_4_3_1
0	10	4	3	2		5000											0									(Ch≠a c„ t™n) 0_10_4_3_2
0	10	4	3	3		10000											0									(Ch≠a c„ t™n) 0_10_4_3_3
0	10	4	3	4		10000											0									(Ch≠a c„ t™n) 0_10_4_3_4
0	10	4	3	5		20000											0									(Ch≠a c„ t™n) 0_10_4_3_5
0	10	4	3	6		20000											0									(Ch≠a c„ t™n) 0_10_4_3_6
0	10	4	3	7		50000											0									(Ch≠a c„ t™n) 0_10_4_3_7
0	10	4	3	8		50000											0									(Ch≠a c„ t™n) 0_10_4_3_8
0	10	4	3	9		100000											0									(Ch≠a c„ t™n) 0_10_4_3_9
0	10	4	3	10		100000											0									(Ch≠a c„ t™n) 0_10_4_3_10
5	0	0	0	1		500											0									(Ch≠a c„ t™n) 5_0_0_0_1
4	148	0	0	1		1											0									(Ch≠a c„ t™n) 4_148_0_0_1
4	119	0	0	1		1											0									(Ch≠a c„ t™n) 4_119_0_0_1
4	165	0	0	1		1											0									(Ch≠a c„ t™n) 4_165_0_0_1
0	2	10	1	1		100											0									(Ch≠a c„ t™n) 0_2_10_1_1
0	2	10	1	2		400											0									(Ch≠a c„ t™n) 0_2_10_1_2
0	2	10	1	3		800											0									(Ch≠a c„ t™n) 0_2_10_1_3
0	2	10	1	4		2000											0									(Ch≠a c„ t™n) 0_2_10_1_4
0	2	10	1	5		5000											0									(Ch≠a c„ t™n) 0_2_10_1_5
0	2	10	1	6		7000											0									(Ch≠a c„ t™n) 0_2_10_1_6
0	2	10	1	7		9000											0									(Ch≠a c„ t™n) 0_2_10_1_7
0	2	10	1	8		12000											0									(Ch≠a c„ t™n) 0_2_10_1_8
0	2	10	1	9		16000											0									(Ch≠a c„ t™n) 0_2_10_1_9
0	2	10	1	10		20000											0									(Ch≠a c„ t™n) 0_2_10_1_10
0	2	11	1	1		400											0									(Ch≠a c„ t™n) 0_2_11_1_1
0	2	11	1	2		1000											0									(Ch≠a c„ t™n) 0_2_11_1_2
0	2	11	1	3		2500											0									(Ch≠a c„ t™n) 0_2_11_1_3
0	2	11	1	4		5000											0									(Ch≠a c„ t™n) 0_2_11_1_4
0	2	11	1	5		10000											0									(Ch≠a c„ t™n) 0_2_11_1_5
0	2	11	1	6		16000											0									(Ch≠a c„ t™n) 0_2_11_1_6
0	2	11	1	7		25000											0									(Ch≠a c„ t™n) 0_2_11_1_7
0	2	11	1	8		32000											0									(Ch≠a c„ t™n) 0_2_11_1_8
0	2	11	1	9		40000											0									(Ch≠a c„ t™n) 0_2_11_1_9
0	2	11	1	10		50000											0									(Ch≠a c„ t™n) 0_2_11_1_10
0	2	12	1	1		100											0									(Ch≠a c„ t™n) 0_2_12_1_1
0	2	12	1	2		250											0									(Ch≠a c„ t™n) 0_2_12_1_2
0	2	12	1	3		500											0									(Ch≠a c„ t™n) 0_2_12_1_3
0	2	12	1	4		800											0									(Ch≠a c„ t™n) 0_2_12_1_4
0	2	12	1	5		1200											0									(Ch≠a c„ t™n) 0_2_12_1_5
0	2	12	1	6		1800											0									(Ch≠a c„ t™n) 0_2_12_1_6
0	2	12	1	7		2500											0									(Ch≠a c„ t™n) 0_2_12_1_7
0	2	12	1	8		3200											0									(Ch≠a c„ t™n) 0_2_12_1_8
0	2	13	1	1		100											0									(Ch≠a c„ t™n) 0_2_13_1_1
0	2	13	1	2		100											0									(Ch≠a c„ t™n) 0_2_13_1_2
0	2	13	1	3		100											0									(Ch≠a c„ t™n) 0_2_13_1_3
0	2	13	1	4		100											0									(Ch≠a c„ t™n) 0_2_13_1_4
0	2	13	1	5		6000											0									(Ch≠a c„ t™n) 0_2_13_1_5
0	2	13	1	6		10000											0									(Ch≠a c„ t™n) 0_2_13_1_6
0	2	13	1	7		15000											0									(Ch≠a c„ t™n) 0_2_13_1_7
0	2	13	1	8		20000											0									(Ch≠a c„ t™n) 0_2_13_1_8
0	2	13	1	9		25000											0									(Ch≠a c„ t™n) 0_2_13_1_9
0	2	13	1	10		30000											0									(Ch≠a c„ t™n) 0_2_13_1_10
0	7	9	2	1		100											0									(Ch≠a c„ t™n) 0_7_9_2_1
0	7	9	2	2		300											0									(Ch≠a c„ t™n) 0_7_9_2_2
0	7	9	2	3		600											0									(Ch≠a c„ t™n) 0_7_9_2_3
0	7	9	2	4		1000											0									(Ch≠a c„ t™n) 0_7_9_2_4
0	7	9	2	5		1600											0									(Ch≠a c„ t™n) 0_7_9_2_5
0	7	9	2	6		2400											0									(Ch≠a c„ t™n) 0_7_9_2_6
0	7	9	2	7		3500											0									(Ch≠a c„ t™n) 0_7_9_2_7
0	7	9	2	8		4800											0									(Ch≠a c„ t™n) 0_7_9_2_8
0	7	9	2	9		6400											0									(Ch≠a c„ t™n) 0_7_9_2_9
0	7	9	2	10		8000											0									(Ch≠a c„ t™n) 0_7_9_2_10
0	7	10	2	1		120											0									(Ch≠a c„ t™n) 0_7_10_2_1
0	7	10	2	2		320											0									(Ch≠a c„ t™n) 0_7_10_2_2
0	7	10	2	3		750											0									(Ch≠a c„ t™n) 0_7_10_2_3
0	7	10	2	4		1200											0									(Ch≠a c„ t™n) 0_7_10_2_4
0	7	10	2	5		1800											0									(Ch≠a c„ t™n) 0_7_10_2_5
0	7	10	2	6		2500											0									(Ch≠a c„ t™n) 0_7_10_2_6
0	7	10	2	7		3700											0									(Ch≠a c„ t™n) 0_7_10_2_7
0	7	10	2	8		5000											0									(Ch≠a c„ t™n) 0_7_10_2_8
0	7	11	3	1		370											0									(Ch≠a c„ t™n) 0_7_11_3_1
0	7	11	3	2		610											0									(Ch≠a c„ t™n) 0_7_11_3_2
0	7	11	3	3		1120											0									(Ch≠a c„ t™n) 0_7_11_3_3
0	7	11	3	4		1800											0									(Ch≠a c„ t™n) 0_7_11_3_4
0	7	11	3	5		2700											0									(Ch≠a c„ t™n) 0_7_11_3_5
0	7	11	3	6		3700											0									(Ch≠a c„ t™n) 0_7_11_3_6
0	7	11	3	7		5100											0									(Ch≠a c„ t™n) 0_7_11_3_7
0	7	11	3	8		6500											0									(Ch≠a c„ t™n) 0_7_11_3_8
0	7	11	3	9		8100											0									(Ch≠a c„ t™n) 0_7_11_3_9
0	7	11	3	10		10000											0									(Ch≠a c„ t™n) 0_7_11_3_10
0	7	12	3	1		60											0									(Ch≠a c„ t™n) 0_7_12_3_1
0	7	12	3	2		160											0									(Ch≠a c„ t™n) 0_7_12_3_2
0	7	12	3	3		370											0									(Ch≠a c„ t™n) 0_7_12_3_3
0	7	12	3	4		600											0									(Ch≠a c„ t™n) 0_7_12_3_4
0	7	12	3	5		900											0									(Ch≠a c„ t™n) 0_7_12_3_5
0	7	12	3	6		1200											0									(Ch≠a c„ t™n) 0_7_12_3_6
0	7	12	3	7		1800											0									(Ch≠a c„ t™n) 0_7_12_3_7
0	7	12	3	8		2500											0									(Ch≠a c„ t™n) 0_7_12_3_8
0	7	12	3	9		3000											0									(Ch≠a c„ t™n) 0_7_12_3_9
0	7	12	3	10		3700											0									(Ch≠a c„ t™n) 0_7_12_3_10
0	7	13	3	1		120											0									(Ch≠a c„ t™n) 0_7_13_3_1
0	7	13	3	2		320											0									(Ch≠a c„ t™n) 0_7_13_3_2
0	7	13	3	3		750											0									(Ch≠a c„ t™n) 0_7_13_3_3
0	7	13	3	4		1200											0									(Ch≠a c„ t™n) 0_7_13_3_4
0	7	13	3	5		1800											0									(Ch≠a c„ t™n) 0_7_13_3_5
0	7	13	3	6		2500											0									(Ch≠a c„ t™n) 0_7_13_3_6
0	7	13	3	7		3700											0									(Ch≠a c„ t™n) 0_7_13_3_7
0	7	13	3	8		5000											0									(Ch≠a c„ t™n) 0_7_13_3_8
0	7	13	3	9		6000											0									(Ch≠a c„ t™n) 0_7_13_3_9
0	7	13	3	10		7500											0									(Ch≠a c„ t™n) 0_7_13_3_10
6	1	71	0	1			10										0									Ti™n Th∂o LÈ
6	1	72	0	1			200										0									Thi™n s¨n  B∂o LÈ 
6	1	73	0	1			50										0									B∏ch Qu∂ LÈ
6	0	1	0	1				1									0									Tr≠Íng M÷nh hoµn
6	0	2	0	1				1									0									Gia Bµo hoµn
6	0	3	0	1				2									0									ßπi L˘c hoµn
6	0	4	0	1				1									0									Cao Thi”m hoµn
6	0	5	0	1				1									0									Cao Trung hoµn
6	0	6	0	1				2									0									Phi TËc hoµn
6	0	7	0	1				1									0									B®ng Phﬂng hoµn
6	0	8	0	1				1									0									L´i Phﬂng hoµn
6	0	9	0	1				1									0									H·a Phﬂng hoµn
6	0	10	0	1				1									0									ßÈc Phﬂng hoµn
6	0	11	0	1			4										0									Ph∏o Hoa
6	0	20	0	1			20										0									Hoa hÂng
6	1	18	0	1			50	1									0									T©m T©m T≠¨ng ∏nh phÔ 
6	1	15	0	1			500	2									0									Phi Phong
4	353	0	0	1			2000	2									1	7	20070922	20071014						Tinh HÂng B∂o Thπch
0	2	28	0	3													0									Thanh Tuy÷t Y
0	2	28	0	6													0									B®ng Tinh Qu«n
4	238	0	0	1			1500	2									1	11	20070922	20071014						Lam ThÒy Tinh
4	239	0	0	1			1500	2									1	11	20070922	20071014						T?ThÒy Tinh
4	240	0	0	1			1500	2									1	11	20070922	20071014						LÙc ThÒy Tinh
0	10	2	2	3		10000											0									Bπch M∑ 
0	10	3	1	3		10000											0									(Ch≠a c„ t™n) 0_10_3_1_3
0	0	0	0	3		2700											0									Thanh Phong Ki’m
0	6	1	4	4		3700											0									(Ch≠a c„ t™n) 0_6_1_4_4
0	0	2	2	3		3000											0									(Ch≠a c„ t™n) 0_0_2_2_3
0	8	0	2	5		1800											0									(Ch≠a c„ t™n) 0_8_0_2_5
0	0	1	4	3		2700											0									(Ch≠a c„ t™n) 0_0_1_4_3
0	8	1	2	5		1800											0									(Ch≠a c„ t™n) 0_8_1_2_5
0	8	0	2	4		1000											0									(Ch≠a c„ t™n) 0_8_0_2_4
0	0	3	1	3		3000											0									(Ch≠a c„ t™n) 0_0_3_1_3
0	0	5	1	3		2700											0									(Ch≠a c„ t™n) 0_0_5_1_3
0	6	0	3	5		3000											0									(Ch≠a c„ t™n) 0_6_0_3_5
0	0	5	3	3		2700											0									(Ch≠a c„ t™n) 0_0_5_3_3
0	8	1	2	4		1000											0									(Ch≠a c„ t™n) 0_8_1_2_4
0	0	2	1	3		3000											0									(Ch≠a c„ t™n) 0_0_2_1_3
0	5	2	1	5		1600											0									(Ch≠a c„ t™n) 0_5_2_1_5
6	1	26	0	1				3									1	1	20130204	20201230						V‚ L©m MÀt Tﬁch
6	1	122	0	1			12										0									PhÛc Duy™n LÈ (Ti”u) 
6	1	123	0	1			24										0									PhÛc Duy™n LÈ (Trung) 
6	1	124	0	1			60										0									PhÛc Duy™n LÈ (ßπi) 
6	1	37	0	1				2									1	2	20070922	20071014						Thi™n V≠¨ng ChÔy Ph∏p. Quy”n 1
6	1	38	0	1				2									1	2	20070922	20071014						Thi™n V≠¨ng Th≠¨ng ph∏p. Quy”n 2
6	1	39	0	1				2									1	2	20070922	20071014						Thi™n V≠¨ng ßao ph∏p.Quy”n 3
6	1	56	0	1				2									1	2	20070922	20071014						Thi’u L©m Quy“n Ph∏p. Quy”n 1
6	1	57	0	1				2									1	2	20070922	20071014						Thi’u L©m C´n ph∏p. Quy”n 2
6	1	58	0	1				2									1	2	20070922	20071014						Thi’u L©m ßao ph∏p. Quy”n 3
6	1	45	0	1				2									1	2	20070922	20071014						Phi ßao thuÀt. Nhi’p HÂn Nguy÷t ∂nh
6	1	46	0	1				2									1	2	20070922	20071014						Phi Ti™u thuÀt. Cˆu Cung Phi Tinh
6	1	27	0	1				2									1	2	20070922	20071014						TÙ Ti‘n thuÀt. Bπo VÚ L™ Hoa
6	1	28	0	1				2									1	2	20070922	20071014						H∑m T‹nh thuÀt.Loπn Hoµn K›ch
6	1	47	0	1				2									1	2	20070922	20071014						NgÚ ßÈc Ch≠Îng Ph∏p. Quy”n 1
6	1	48	0	1				2									1	2	20070922	20071014						NgÚ ßÈc ßao ph∏p. Quy”n 2
6	1	49	0	1				2									1	2	20070922	20071014						NgÚ ßÈc Nhi’p T©m thuÀt. Quy”n 3
6	1	42	0	1				2									1	2	20070922	20071014						Di÷t Ki’m MÀt Tﬁch
6	1	43	0	1				2									1	2	20070922	20071014						Nga Mi  PhÀt Quang Ch≠Îng MÀt Tﬁch
6	1	59	0	1				2									1	2	20070922	20071014						PhÊ ßÈ MÀt Tﬁch
6	1	40	0	1				2									1	2	20070922	20071014						ThÛy Y™n Æao ph∏p
6	1	41	0	1				2									1	2	20070922	20071014						ThÛy Y™n song Æao
6	1	54	0	1				2									1	2	20070922	20071014						C∏i Bang ch≠Îng ph∏p
6	1	55	0	1				2									1	2	20070922	20071014						C∏i Bang c´n ph∏p
6	1	35	0	1				2									1	2	20070922	20071014						V©n Long K›ch. M©u ph∏p
6	1	36	0	1				2									1	2	20070922	20071014						L≠u Tinh. ßao ph∏p
6	1	53	0	1				2									1	2	20070922	20071014						Nhi’p HÂn. ChÛ thuÀt
6	1	33	0	1				2									1	2	20070922	20071014						Th∏i C˘c Quy“n PhÊ. Quy”n 3
6	1	34	0	1				2									1	2	20070922	20071014						Th∏i C˘c Ki’m PhÊ. Quy”n 2
6	1	50	0	1				2									1	2	20070922	20071014						Ng˘ Phong thuÀt
6	1	51	0	1				2									1	2	20070922	20071014						Ng˘ L´i thuÀt
6	1	52	0	1				2									1	2	20070922	20071014						Ng˘ T©m thuÀt
6	1	12	0	1				10									1									Bµn Nh≠Óc T©m Kinh
0	11	0	0	1				1									1									M∆t nπ - Lπc Quang
0	11	1	0	1				1									1									M∆t nπ - Ng©n Nha
0	11	2	0	1				1									1									M∆t nπ - S≠¨ng ßao
0	11	3	0	1				1									1									M∆t nπ - L∑nh ßao
0	11	4	0	1				1									1									M∆t nπ - Hµn Th≠¨ng
0	11	5	0	1				1									1									M∆t nπ - B´n L´i
0	11	7	0	1				1									1									M∆t nπ - Gi∏ng ChÔy
0	11	8	0	1				1									1									M∆t nπ - X›ch Ch≠Îng
0	11	9	0	1				1									1									M∆t nπ - Lang BÊng
0	11	10	0	1													1									M∆t nπ - Tr≠¨ng T´ng Ch›nh
0	11	12	0	1													1									M∆t nπ - Li‘u Thanh Thanh
0	11	13	0	1													1									M∆t nπ - Phi’n Kh∏ch
0	11	14	0	1													1									M∆t nπ - Lam Y Y
0	11	15	0	1													1									M∆t nπ - CÊ B∏ch
6	1	130	0	1													1									ßπi Bπch C©u hoµn
1	0	0	0	5		3000											0									Cˆu Chuy”n Hoµn HÂn Æan
1	1	0	0	5		3000											0									§ Æ«u Hoµn th«n Æan
1	2	0	0	5		4000											0									NgÚ Hoa Ng‰c LÈ Hoµn
0	11	16	0	1													1									M∆t nπ - ßπo Thanh Ch©n Nh©n
0	11	17	0	1													1									M∆t nπ - Gia LuÀt Tﬁ Ly
0	11	18	0	1													1									M∆t nπ - Hoµn Nhan Tuy’t Y
0	11	19	0	1													1									M∆t nπ - ßoan MÈc Du÷ 
0	11	20	0	1													1									M∆t nπ - Chung Linh TÛ 
0	11	21	0	1													1									M∆t nπ - Hµ Linh Phi™u
0	11	22	0	1													1									M∆t nπ - Mπnh Th≠¨ng L≠¨ng
6	1	135	0	1		1888888											1									Thi÷p ChÛc PhÛc
6	1	136	0	1		1888888											1									Thi÷p Bang Ph∏i 
6	1	137	0	1		1888888											1									Thi÷p Sinh nhÀt 
6	1	138	0	1		2999999											1									Thi÷p Hoa HÂng
6	1	139	0	1		1888888											1									Thi÷p Gi∏ng Sinh
6	1	140	0	1		1888888											1									Thi÷p N®m mÌi
6	1	141	0	1		8888888											1									Thi÷p Vui vŒ 
6	1	155	0	1		5000											0									TËng Kim Chi™u th≠ 
6	1	159	0	1		5000											0									CÍ hi÷u 
6	1	156	0	1					3000								0									Chi’n cÊ 
6	1	157	0	1					2000								0									L÷nh Bµi
6	1	158	0	1					1500								0									Binh S‹ hi÷u phÔ 
6	1	178	0	1					600								0									TËng Kim Ngoπi PhÊ hoµn
6	1	179	0	1					600								0									TËng Kim Ngoπi ßÈc hoµn
6	1	180	0	1					600								0									TËng Kim Ngoπi B®ng hoµn
6	1	181	0	1					600								0									TËng Kim NÈi PhÊ hoµn
6	1	182	0	1					600								0									TËng Kim NÈi ßÈc hoµn
6	1	183	0	1					600								0									TËng Kim NÈi B®ng hoµn
6	1	184	0	1					600								0									TËng Kim NÈi H·a hoµn
6	1	185	0	1					600								0									TËng Kim NÈi L´i hoµn
6	1	186	0	1					300								0									TËng Kim Tr≠Íng M÷nh hoµn
6	1	187	0	1					300								0									TËng Kim Gia Bµo hoµn
6	1	188	0	1					300								0									TËng Kim Cao Thi”m hoµn
6	1	189	0	1					300								0									TËng Kim Cao Trung hoµn
6	1	190	0	1					600								0									TËng Kim Phi TËc hoµn
6	1	191	0	1					400								0									TËng Kim PhÊ Phﬂng hoµn
6	1	192	0	1					400								0									TËng Kim B®ng Phﬂng hoµn
6	1	193	0	1					400								0									Chuy™n dÔng cho TËng Kim L´i phﬂng hoµn
6	1	194	0	1					400								0									Chuy™n dÔng cho TËng Kim H·a phﬂng hoµn
6	1	195	0	1					400								0									Chuy™n dÔng cho TËng Kim ßÈc phﬂng hoµn
6	1	212	0	1					250								0									BÂ c©u 
6	1	214	0	1					3000								0									Kh∏ng ß¨n Chi Gi∏c 
6	1	215	0	1		5000			400								0									Cµn Kh´n Tπo H„a ßan (Æπi)
6	1	216	0	1		6000			200								0									Cµn Kh´n Tπo H„a ßan (trung) 
6	1	217	0	1		3000			100								0									Cµn Kh´n Tπo H„a ßan (ti”u) 
1	0	0	0	5		2000											0									Cˆu Chuy”n Hoµn HÂn Æan
1	1	0	0	5		2000											0									§ Æ«u Hoµn th«n Æan
1	2	0	0	5		3000											0									NgÚ Hoa Ng‰c LÈ Hoµn
1	4	0	0	5		200											0									Long ßµm H„a ßÈc Æan
4	507	1	0	1					5000								0									Nhπc V≠¨ng HÂn Thπch
6	1	236	0	1		3000000											0									Thi÷p  T◊nh nh©n
6	0	20	0	1		20000											0									Hoa hÂng
6	0	11	0	1		10000											0									Ph∏o Hoa
0	11	72	0	1		3000000											1									M∆t nπ - ß«u ´ng Æﬁa
0	11	73	0	1		3000000											1									M∆t nπ - Nam S≠ 
0	11	74	0	1		3000000											1									M∆t nπ - Bæc S≠ 
0	11	75	0	1		2000000											1									M∆t nπ - Long Ch©u
0	11	76	0	1		2000000											1									M∆t nπ - ß«u RÂng
0	11	77	0	1		2000000											1									M∆t nπ - Th©n RÂng
0	11	78	0	1		2000000											1									M∆t nπ - ßu´i RÂng
0	11	27	0	1		2000000											1									M∆t nπ - Tuy’t B∏o
0	11	30	0	1		2000000											1									M∆t nπ - Thanh lang
0	11	35	0	1		2000000											1									M∆t nπ - Nh›m
0	11	38	0	1		2000000											1									M∆t nπ - G u n©u
0	11	40	0	1		2000000											1									M∆t nπ -Tr©u rıng
0	11	43	0	1		2000000											1									M∆t nπ - Nh∑n K›nh M∑ng xµ 
0	11	54	0	1		2000000											1									M∆t nπ - Kim Mi™u
0	11	61	0	1		2000000											1									M∆t nπ - Kim T¨ H«u
0	11	65	0	1		2000000											1									M∆t nπ - H≠¨u ÆËm
0	11	66	0	1		2000000											1									M∆t nπ - Heo træng
6	1	147	0	1					150								1									Huy“n Tinh Kho∏ng Thπch 
6	1	147	0	2					500								1									Huy“n Tinh Kho∏ng Thπch-Ph»m ch t: 2
6	1	147	0	3					2250								1									Huy“n Tinh Kho∏ng Thπch-Ph»m ch t: 3
6	1	147	0	4					9000								1									Huy“n Tinh Kho∏ng Thπch-Ph»m ch t: 4
6	1	147	0	5					35000								1									Huy“n Tinh Kho∏ng Thπch-Ph»m ch t: 5
6	1	147	0	6					120000								1									Huy“n Tinh Kho∏ng Thπch-Ph»m ch t: 6
6	1	149	0	1					100								1									Huy“n Thi’t Nguy™n Kho∏ng
6	1	151	0	1					100								1									MÀt Ng©n Nguy™n Kho∏ng
6	1	153	0	1					100								1									Chu Sa Nguy™n Kho∏ng
6	1	383	0	1					20000								1	1								ßÂ phÊ Hoµng Kim - ßﬁnh QuËc Thanh Sa Tr≠Íng Sam
6	1	384	0	1					50000								1	2								ßÂ phÊ Hoµng Kim - ßﬁnh QuËc § Sa Ph∏t Qu∏n
6	1	385	0	1					20000								1	1								ßÂ phÊ Hoµng Kim - ßﬁnh QuËc X›ch Quy™n Nhuy‘n Ngoa
6	1	386	0	1					20000								1	1								ßÂ phÊ Hoµng Kim - ßﬁnh QuËc Tˆ ßªng HÈ uy”n
6	1	387	0	1					20000								1	1								ßÂ phÊ Hoµng Kim - ßﬁnh QuËc Ng©n Tµm Y™u Æ∏i
6	1	388	0	1					50000								1	2								ßÂ phÊ Hoµng Kim - An Bang B®ng Tinh Thπch Hπng Li™n
6	1	389	0	1					20000								1	2								ßÂ phÊ Hoµng Kim - An Bang CÛc Hoa Thπch Chÿ hoµn
6	1	390	0	1					20000								1	2								ßÂ phÊ Hoµng Kim - An Bang ßi“n Hoµng Thπch Ng‰c BÈi
6	1	391	0	1					20000								1	2								ßÂ phÊ Hoµng Kim - An Bang K™ Huy’t Thπch GiÌi Chÿ 
6	1	130	0	1		3000000											1									ßπi Bπch C©u hoµn
6	1	401	0	1		100											0									S≠ ÆÂ thi’p
1	0	0	0	5		4000											0									Cˆu Chuy”n Hoµn HÂn Æan
1	1	0	0	5		4000											0									§ Æ«u Hoµn th«n Æan
1	2	0	0	5		5000											0									NgÚ Hoa Ng‰c LÈ Hoµn
1	4	0	0	5		1000											0									Long ßµm H„a ßÈc Æan
6	1	240	0	1													1									ßÂ phÊ Hoµng Kim - MÈng Long Kim Ti Ch›nh HÂng Cµ Sa
6	1	244	0	1													1									ßÂ phÊ Hoµng Kim - PhÙc Ma Tˆ Kim C´n
6	1	249	0	1													1									ßÂ phÊ Hoµng Kim - T¯ Kh´ng Gi∏ng Ma GiÌi ßao
6	1	254	0	1													1									ßÂ phÊ Hoµng Kim - H∏m Thi™n Kim Hoµn ßπi Nh∑n Th«n ChÔy
6	1	259	0	1													1									ßÂ phÊ Hoµng Kim - K’ Nghi÷p B´n L´i Toµn Long Th≠¨ng
6	1	260	0	1													1									ßÂ phÊ Hoµng Kim - K’ Nghi÷p Huy“n VÚ Hoµng Kim Kh∂i
6	1	264	0	1													1									ßÂ phÊ Hoµng Kim - Ng˘ Long L≠Óng Ng©n B∂o ßao
6	1	269	0	1													1									ßÂ phÊ Hoµng Kim - V´ Gian ˚ Thi™n Ki’m
6	1	277	0	1													1									ßÂ phÊ Hoµng Kim - V´ Ma T»y T≠Óng Ng‰c Kh u
6	1	278	0	1													1									ßÂ phÊ Hoµng Kim - M∂nh HÂng Truy Nhuy‘n Th∏p Hµi 
6	1	280	0	1													1									ßÂ phÊ Hoµng Kim - V´ Tr«n Thanh T©m H≠Ìng Thi÷n Ch©u
6	1	284	0	1													1									ßÂ phÊ Hoµng Kim - T™ Hoµng PhÙng Nghi ßao
6	1	289	0	1													1									ßÂ phÊ Hoµng Kim - B›ch H∂i Uy™n ¶¨ng Li™n Hoµn Æao
6	1	292	0	1													1									ßÂ phÊ Hoµng Kim - B›ch H∂i HÂng L®ng Ba
6	1	294	0	1													1									ßÂ phÊ Hoµng Kim - U Lung Kim Xµ Ph∏t ß∏i
6	1	298	0	1													1									ßÂ phÊ Hoµng Kim - U Lung M∆c ThÔ Nhuy‘n L˝ 
6	1	299	0	1													1									ßÂ phÊ Hoµng Kim - Minh ∂o Tµ S∏t ßÈc NhÀn
6	1	305	0	1													1									ßÂ phÊ Hoµng Kim - ChÛ Ph≠Óc Di÷t L´i C∂nh PhÔ 
6	1	309	0	1													1									ßÂ phÊ Hoµng Kim - B®ng Hµn ß¨n Chÿ Phi ßao
6	1	314	0	1													1									ßÂ phÊ Hoµng Kim - Thi™n Quang Hoa VÚ Mπn Thi™n
6	1	319	0	1													1									ßÂ phÊ Hoµng Kim - S©m Hoang Phi Tinh ßoπt HÂn
6	1	325	0	1													1									ßÂ phÊ Hoµng Kim - ßﬁa Ph∏ch Hæc Di÷m Xung Thi™n Li™n
6	1	330	0	1													1									ßÂ phÊ Hoµng Kim - ßÂng Cıu Gi∏ng Long C∏i Y
6	1	332	0	1													1									ßÂ phÊ Hoµng Kim - ßÂng Cıu Kh∏ng Long HÈ Uy”n
6	1	334	0	1													1									ßÂ phÊ Hoµng Kim - ßﬁch Kh∏i LÙc Ng‰c Tr≠Óng
6	1	339	0	1													1									ßÂ phÊ Hoµng Kim - Ma S∏t Qu˚ CËc U Minh Th≠¨ng
6	1	348	0	1													1									ßÂ phÊ Hoµng Kim - Ma Thﬁ s¨n  H∂i Phi HÂng L˝ 
6	1	349	0	1													1									ßÂ phÊ Hoµng Kim - Ma Hoµng Kim Gi∏p Kh´i
6	1	350	0	1													1									ßÂ phÊ Hoµng Kim - Ma Hoµng ∏n Xu t HÊ Hπng Khuy™n
6	1	357	0	1													1									ßÂ phÊ Hoµng Kim - L®ng Nhπc V´ C˘c Huy“n Ng‰c BÈi
6	1	359	0	1													1									ßÂ phÊ Hoµng Kim - CÀp Phong Ch©n VÚ Ki’m
6	1	360	0	1													1									ßÂ phÊ Hoµng Kim - CÀp Phong Tam Thanh PhÔ 
6	1	364	0	1													1									ßÂ phÊ Hoµng Kim - S≠¨ng Tinh Thi™n Ni™n Hµn Thi’t
6	1	370	0	1													1									ßÂ phÊ Hoµng Kim - L´i Khung Thi™n ßﬁa HÈ PhÔ 
6	1	374	0	1													1									ßÂ phÊ Hoµng Kim - VÙ ∂o Bæc Minh ßπo Qu∏n
6	1	380	0	1													1									ßÂ phÊ Hoµng Kim - ÆÈng S∏t Bπch Ng‰c Cµn Kh´n BÈi
6	1	381	0	1													1									ßÂ phÊ Hoµng Kim - ÆÈng S∏t Bπch Kim TÛ PhÙng GiÌi
6	1	382	0	1													1									ßÂ phÊ Hoµng Kim - ÆÈng S∏t Phÿ ThÛy Ng‰c Hπng Khuy™n
6	1	22	0	1				5									1									T»y TÒy Kinh
6	1	438	0	1													1	8								ThÊ Æﬁa phÔ (sˆ dÙng v´ hπn) 
6	1	439	0	1													1	8								T©m T©m T≠¨ng ∏nh PhÔ (sˆ dÙng v´ hπn) 
6	1	440	0	1				2									1									M∂nh S¨n Hµ X∑ Tæc (100) 
0	11	87	0	1													1									M∆t nπ - V≠¨ng T∏ 
0	11	88	0	1													1									M∆t nπ - Huy“n Gi∏c ßπi S≠ 
0	11	89	0	1													1									M∆t nπ - ß≠Íng B t Nhi‘m
0	11	90	0	1													1									M∆t nπ - Bπch Doanh Doanh
